DEBUG:processor.ControlUnit: Tick=1 | STAGE=FETCH | OP=load | PC=0 | R1=0 | R2=0 | R3=0 |  data={}
DEBUG:processor.ControlUnit: Tick=145 | STAGE=MEMORY | OP=load | PC=36 | R1=2 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=146 | STAGE=WRITEBACK | OP=load | PC=36 | R1=2 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=147 | STAGE=FETCH | OP=load_from | PC=37 | R1=2 | R2=3 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=148 | STAGE=DECODE | OP=load_from | PC=37 | R1=2 | R2=3 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=149 | STAGE=EXECUTE | OP=load_from | PC=37 | R1=2 | R2=3 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=150 | STAGE=MEMORY | OP=load_from | PC=37 | R1=2 | R2=3 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=151 | STAGE=WRITEBACK | OP=load_from | PC=37 | R1=2 | R2=3 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=152 | STAGE=FETCH | OP=sub | PC=38 | R1=2 | R2=4000000 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=153 | STAGE=DECODE | OP=sub | PC=38 | R1=2 | R2=4000000 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=154 | STAGE=EXECUTE | OP=sub | PC=38 | R1=2 | R2=4000000 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=155 | STAGE=MEMORY | OP=sub | PC=38 | R1=2 | R2=4000000 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=156 | STAGE=WRITEBACK | OP=sub | PC=38 | R1=2 | R2=4000000 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=157 | STAGE=FETCH | OP=jn | PC=39 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=158 | STAGE=DECODE | OP=jn | PC=39 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=159 | STAGE=EXECUTE | OP=jn | PC=39 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=160 | STAGE=MEMORY | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=161 | STAGE=WRITEBACK | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=162 | STAGE=FETCH | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=163 | STAGE=DECODE | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=164 | STAGE=EXECUTE | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=165 | STAGE=MEMORY | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=166 | STAGE=WRITEBACK | OP=load | PC=40 | R1=2 | R2=3999998 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=167 | STAGE=FETCH | OP=mod | PC=41 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=168 | STAGE=DECODE | OP=mod | PC=41 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=169 | STAGE=EXECUTE | OP=mod | PC=41 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=170 | STAGE=MEMORY | OP=mod | PC=41 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=171 | STAGE=WRITEBACK | OP=mod | PC=41 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=172 | STAGE=FETCH | OP=load | PC=42 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=173 | STAGE=DECODE | OP=load | PC=42 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=174 | STAGE=EXECUTE | OP=load | PC=42 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=175 | STAGE=MEMORY | OP=load | PC=42 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=176 | STAGE=WRITEBACK | OP=load | PC=42 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=177 | STAGE=FETCH | OP=cmp | PC=43 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=178 | STAGE=DECODE | OP=cmp | PC=43 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=179 | STAGE=EXECUTE | OP=cmp | PC=43 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=180 | STAGE=MEMORY | OP=cmp | PC=43 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=181 | STAGE=WRITEBACK | OP=cmp | PC=43 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=182 | STAGE=FETCH | OP=je | PC=44 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=183 | STAGE=DECODE | OP=je | PC=44 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=184 | STAGE=EXECUTE | OP=je | PC=44 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=185 | STAGE=FETCH | OP=load | PC=46 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=186 | STAGE=DECODE | OP=load | PC=46 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=187 | STAGE=EXECUTE | OP=load | PC=46 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=188 | STAGE=MEMORY | OP=load | PC=46 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=189 | STAGE=WRITEBACK | OP=load | PC=46 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=190 | STAGE=FETCH | OP=load_from | PC=47 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=191 | STAGE=DECODE | OP=load_from | PC=47 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=192 | STAGE=EXECUTE | OP=load_from | PC=47 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=193 | STAGE=MEMORY | OP=load_from | PC=47 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=194 | STAGE=WRITEBACK | OP=load_from | PC=47 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=195 | STAGE=FETCH | OP=load | PC=48 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=196 | STAGE=DECODE | OP=load | PC=48 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=197 | STAGE=EXECUTE | OP=load | PC=48 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=198 | STAGE=MEMORY | OP=load | PC=48 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=199 | STAGE=WRITEBACK | OP=load | PC=48 | R1=0 | R2=0 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=200 | STAGE=FETCH | OP=load_from | PC=49 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=201 | STAGE=DECODE | OP=load_from | PC=49 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=202 | STAGE=EXECUTE | OP=load_from | PC=49 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=203 | STAGE=MEMORY | OP=load_from | PC=49 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=204 | STAGE=WRITEBACK | OP=load_from | PC=49 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=205 | STAGE=FETCH | OP=add | PC=50 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=206 | STAGE=DECODE | OP=add | PC=50 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=207 | STAGE=EXECUTE | OP=add | PC=50 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=208 | STAGE=MEMORY | OP=add | PC=50 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=209 | STAGE=WRITEBACK | OP=add | PC=50 | R1=0 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=210 | STAGE=FETCH | OP=store | PC=51 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=211 | STAGE=DECODE | OP=store | PC=51 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=212 | STAGE=EXECUTE | OP=store | PC=51 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=213 | STAGE=MEMORY | OP=store | PC=51 | R1=2 | R2=2 | R3=0 |  data={0: 0, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=214 | STAGE=WRITEBACK | OP=store | PC=51 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=215 | STAGE=FETCH | OP=jmp | PC=52 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=216 | STAGE=DECODE | OP=jmp | PC=52 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=217 | STAGE=EXECUTE | OP=jmp | PC=52 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=218 | STAGE=FETCH | OP=load | PC=53 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=219 | STAGE=DECODE | OP=load | PC=53 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=220 | STAGE=EXECUTE | OP=load | PC=53 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=221 | STAGE=MEMORY | OP=load | PC=53 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=222 | STAGE=WRITEBACK | OP=load | PC=53 | R1=2 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=223 | STAGE=FETCH | OP=load_from | PC=54 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=224 | STAGE=DECODE | OP=load_from | PC=54 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=225 | STAGE=EXECUTE | OP=load_from | PC=54 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=226 | STAGE=MEMORY | OP=load_from | PC=54 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=227 | STAGE=WRITEBACK | OP=load_from | PC=54 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=228 | STAGE=FETCH | OP=load | PC=55 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=229 | STAGE=DECODE | OP=load | PC=55 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=230 | STAGE=EXECUTE | OP=load | PC=55 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=231 | STAGE=MEMORY | OP=load | PC=55 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=232 | STAGE=WRITEBACK | OP=load | PC=55 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=233 | STAGE=FETCH | OP=load_from | PC=56 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=234 | STAGE=DECODE | OP=load_from | PC=56 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=235 | STAGE=EXECUTE | OP=load_from | PC=56 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=236 | STAGE=MEMORY | OP=load_from | PC=56 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=237 | STAGE=WRITEBACK | OP=load_from | PC=56 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=238 | STAGE=FETCH | OP=add | PC=57 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=239 | STAGE=DECODE | OP=add | PC=57 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=240 | STAGE=EXECUTE | OP=add | PC=57 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=241 | STAGE=MEMORY | OP=add | PC=57 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=242 | STAGE=WRITEBACK | OP=add | PC=57 | R1=1 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=243 | STAGE=FETCH | OP=add | PC=58 | R1=3 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=244 | STAGE=DECODE | OP=add | PC=58 | R1=3 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=245 | STAGE=EXECUTE | OP=add | PC=58 | R1=3 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=246 | STAGE=MEMORY | OP=add | PC=58 | R1=3 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=247 | STAGE=WRITEBACK | OP=add | PC=58 | R1=3 | R2=2 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=248 | STAGE=FETCH | OP=store | PC=59 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=249 | STAGE=DECODE | OP=store | PC=59 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=250 | STAGE=EXECUTE | OP=store | PC=59 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=251 | STAGE=MEMORY | OP=store | PC=59 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 1, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=252 | STAGE=WRITEBACK | OP=store | PC=59 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=253 | STAGE=FETCH | OP=store | PC=60 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=254 | STAGE=DECODE | OP=store | PC=60 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=255 | STAGE=EXECUTE | OP=store | PC=60 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=256 | STAGE=MEMORY | OP=store | PC=60 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 2, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=257 | STAGE=WRITEBACK | OP=store | PC=60 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=258 | STAGE=FETCH | OP=jmp | PC=61 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=259 | STAGE=DECODE | OP=jmp | PC=61 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=260 | STAGE=EXECUTE | OP=jmp | PC=61 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=261 | STAGE=FETCH | OP=jmp | PC=14 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=262 | STAGE=DECODE | OP=jmp | PC=14 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=263 | STAGE=EXECUTE | OP=jmp | PC=14 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=264 | STAGE=FETCH | OP=load | PC=15 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=265 | STAGE=DECODE | OP=load | PC=15 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=266 | STAGE=EXECUTE | OP=load | PC=15 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=267 | STAGE=MEMORY | OP=load | PC=15 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=268 | STAGE=WRITEBACK | OP=load | PC=15 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=269 | STAGE=FETCH | OP=load_from | PC=16 | R1=1 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=270 | STAGE=DECODE | OP=load_from | PC=16 | R1=1 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=271 | STAGE=EXECUTE | OP=load_from | PC=16 | R1=1 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=272 | STAGE=MEMORY | OP=load_from | PC=16 | R1=1 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=273 | STAGE=WRITEBACK | OP=load_from | PC=16 | R1=1 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=274 | STAGE=FETCH | OP=load | PC=17 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=275 | STAGE=DECODE | OP=load | PC=17 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=276 | STAGE=EXECUTE | OP=load | PC=17 | R1=3 | R2=5 | R3=0 |  data={0: 2, 1: 3, 2: 5, 3: 4000000, 4: 32, 5: 0}
